Provider,Service,Sector,Quantity,Price,Date
Oracle,Containers,NGO,26,59.5,2008-05-07
Facebook,Database,Public,,,2005-04-19
Oracle,Data Science,NGO,,72.75,2018-07-25
Oracle,Authentication,Public,26,65.75,2016-08-23
Oracle,Database,,,55.5,2011-05-18
Facebook,Storage,Private,28,,2003-08-11
Amazon,Storage,,26,76,2013-04-06
Microsoft,Containers,,26,72,2003-04-10
IBM,Compute,Private,,66,2011-06-26
IBM,Database,,33,,2011-07-13
Google,Authentication,NGO,40,53,2005-06-12
Amazon,Storage,NGO,5,65.25,2012-06-21
Cisco,Containers,,,,2010-04-09
IBM,Data Science,,43,74.25,2019-08-15
Facebook,Data Science,Public,,75.5,2003-04-03
Facebook,Compute,Private,12,64,2000-09-24
Facebook,Processor,,,,2009-07-16
IBM,Storage,,24,,2005-05-16
Amazon,Database,Public,,62.5,2005-05-21
Oracle,Authentication,NGO,,61.25,2008-03-20
Oracle,Containers,Private,12,,2009-07-05
Microsoft,Authentication,,,73,2016-06-07
Amazon,Database,NGO,17,78,2016-11-20
Microsoft,Authentication,NGO,5,58.75,2017-09-12
IBM,Containers,Public,,52.5,2001-05-16
IBM,Database,Public,,,2017-08-17
Oracle,Storage,NGO,9,,2018-09-06
Cisco,Authentication,NGO,29,,2012-09-22
Google,Containers,NGO,,,2016-08-18
Cisco,Database,NGO,19,58.25,2013-05-01
Amazon,Compute,,,54.5,2006-07-09
Facebook,Containers,,,78.25,2016-06-20
IBM,Authentication,Public,,65.25,2019-04-24
Oracle,Containers,NGO,,,2010-08-14
Amazon,Processor,Private,48,65.5,2010-06-12
Facebook,Database,,22,,2015-04-25
Microsoft,Containers,Public,15,,2013-03-07
IBM,Compute,Public,27,70.5,2005-04-03
IBM,Database,Private,4,57.75,2009-01-23
Google,Database,NGO,,77,2008-06-24
Oracle,Data Science,Private,,,2015-04-22
Oracle,Storage,Private,20,,2015-09-10
Microsoft,Authentication,Public,,,2008-07-07
Google,Authentication,NGO,46,58.5,2017-08-02
Cisco,Data Science,,,78.25,2008-03-18
IBM,Containers,,42,,2010-03-05
Microsoft,Compute,NGO,44,,2000-08-19
Microsoft,Processor,Public,,,2001-03-15
Oracle,Authentication,Private,20,,2013-05-20
IBM,Processor,Public,,,2010-04-02
Oracle,Processor,Public,,71,2001-11-12
Oracle,Containers,Private,,,2017-08-01
Facebook,Containers,NGO,36,,2009-07-08
Amazon,Processor,NGO,,61,2008-03-04
IBM,Authentication,Public,,,2007-06-14
Amazon,Data Science,Private,28,,2012-03-12
Google,Storage,,,78,2008-06-15
IBM,Database,Public,25,74.75,2014-08-13
Google,Data Science,,8,51.75,2005-08-19
Microsoft,Data Science,Private,37,75,2005-05-01
Facebook,Database,Public,28,,2003-04-25
Cisco,Storage,Public,16,,2000-07-07
Microsoft,Data Science,,25,51.25,2000-03-20
Cisco,Containers,NGO,19,52.25,2001-05-11
Microsoft,Containers,Public,,58.75,2013-08-22
Cisco,Processor,Private,15,,2017-06-08
IBM,Database,,1,77.25,2004-04-05
IBM,Storage,NGO,,,2008-05-22
Amazon,Processor,,,,2017-08-12
Facebook,Data Science,Public,11,56,2001-03-13
Google,Authentication,Private,,51,2012-05-03
Amazon,Compute,,44,72.5,2015-03-17
Microsoft,Storage,Private,26,55,2007-08-21
Facebook,Storage,NGO,,74,2009-07-26
Amazon,Authentication,,41,73,2005-06-02
Oracle,Compute,Private,,56.75,2019-07-20
Microsoft,Data Science,Private,33,56.75,2008-05-10
IBM,Processor,NGO,24,74.5,2012-07-02
Microsoft,Containers,NGO,,58,2001-06-25
Cisco,Database,,27,,2012-05-10
Microsoft,Data Science,Private,45,60.25,2006-07-20
Amazon,Data Science,NGO,8,70.5,2013-04-10
Cisco,Storage,,34,72.25,2019-04-16
Cisco,Containers,NGO,,77,2007-07-16
Facebook,Processor,,44,,2011-08-21
IBM,Data Science,Public,,,2014-06-03
Amazon,Storage,Public,,,2010-06-16
Microsoft,Data Science,Private,34,,2009-08-08
Cisco,Data Science,Public,48,53.25,2018-07-11
Oracle,Authentication,NGO,45,51,2003-03-06
Facebook,Database,Private,,,2001-06-07
Oracle,Data Science,Private,6,52,2008-07-09
IBM,Data Science,Public,18,63,2014-09-02
Facebook,Storage,NGO,,,2004-05-24
Amazon,Database,,18,73,2004-04-23
Oracle,Storage,Private,,72.25,2016-07-17
Facebook,Database,Private,46,78.5,2000-03-19
Facebook,Containers,Private,38,57.75,2018-04-17
Google,Processor,Private,31,,2014-09-15
Cisco,Data Science,,44,,2018-09-09
Oracle,Data Science,Public,,,2019-05-24
IBM,Storage,NGO,45,50.75,2005-05-09
Microsoft,Database,NGO,,50.5,2015-07-11
Cisco,Database,Public,,66,2009-06-14
Amazon,Compute,Private,5,74.75,2006-06-07
Google,Storage,Private,,,2013-09-09
IBM,Processor,Public,,69.5,2016-04-24
IBM,Database,Public,16,72.75,2012-06-15
Microsoft,Authentication,NGO,20,,2013-10-11
Microsoft,Processor,NGO,,,2000-03-21
Google,Authentication,NGO,,,2015-06-17
Microsoft,Processor,,,,2002-07-10
IBM,Processor,,31,78.75,2019-08-19
Cisco,Database,Private,44,,2013-04-17
Oracle,Containers,NGO,33,,2019-11-03
Google,Processor,,9,76.75,2005-04-21
Amazon,Containers,NGO,,78.75,2010-08-19
Facebook,Processor,,9,77.25,2009-05-25
Microsoft,Authentication,Public,23,58.75,2005-06-10
Cisco,Compute,,,,2000-08-16
Microsoft,Data Science,Private,11,,2014-05-02
Facebook,Processor,NGO,,58,2011-08-25
Oracle,Containers,NGO,3,62.25,2003-07-14
Amazon,Processor,,,65.5,2002-08-19
Facebook,Authentication,Private,50,,2005-06-19
Google,Database,,45,,2000-07-10
Amazon,Data Science,Public,,55.25,2014-08-02
Cisco,Compute,Public,49,58.75,2016-07-03
Microsoft,Authentication,Private,10,74.25,2000-02-11
Cisco,Storage,Private,,,2019-07-16
IBM,Database,NGO,9,,2017-08-26
Microsoft,Database,NGO,25,54.75,2007-07-05
Oracle,Authentication,Private,1,56.75,2015-06-14
Amazon,Data Science,Private,,71.5,2015-07-21
Amazon,Processor,NGO,,52.5,2005-04-08
Amazon,Containers,,36,,2008-07-10
Microsoft,Authentication,Public,,76.5,2012-09-21
Oracle,Database,NGO,29,,2011-08-19
Cisco,Storage,Public,,51.25,2014-04-19
IBM,Data Science,NGO,,,2008-10-12
Google,Compute,Private,,70.5,2005-05-21
Google,Compute,,35,,2004-07-08
Facebook,Database,NGO,46,75,2011-08-21
Amazon,Data Science,,0,54.5,2006-08-13
Microsoft,Storage,,47,,2013-03-04
Cisco,Compute,Public,,,2017-07-23
Facebook,Storage,Public,,,2017-04-26
IBM,Data Science,,27,60.5,2004-05-23
Cisco,Compute,,3,54.75,2002-06-09
Google,Data Science,Public,12,54.75,2000-09-21
Cisco,Processor,,,74.75,2003-08-26
Oracle,Authentication,Private,13,,2008-04-16
IBM,Data Science,NGO,9,50,2016-05-15
Microsoft,Compute,Public,39,,2010-04-13
Google,Storage,,18,52.5,2017-05-21
Facebook,Data Science,Private,,,2001-07-10
Amazon,Compute,NGO,32,74.5,2008-05-25
Microsoft,Database,NGO,,58.5,2013-05-19
IBM,Authentication,NGO,32,66,2001-09-18
Microsoft,Compute,,20,,2010-04-08
Facebook,Database,Public,24,,2017-06-03
Cisco,Storage,Public,,50,2015-05-05
Facebook,Database,Private,,,2010-08-08
Microsoft,Database,Private,,50.25,2003-06-15
Cisco,Containers,NGO,20,58.25,2000-07-03
Facebook,Containers,NGO,40,53.75,2019-05-01
Google,Containers,,48,55.25,2005-05-10
Facebook,Data Science,NGO,1,53.75,2014-06-22
Microsoft,Authentication,Public,,,2014-07-01
Microsoft,Compute,NGO,,71.5,2016-06-14
Google,Authentication,Private,,,2011-05-09
Google,Authentication,Private,,56,2015-06-21
Facebook,Processor,Private,49,,2013-05-03
IBM,Processor,NGO,,51.75,2012-09-05
Microsoft,Compute,Public,44,75.75,2018-09-08
Google,Data Science,Public,,,2015-01-01
Oracle,Containers,Private,0,60.75,2017-05-07
IBM,Database,,,,2002-07-10
Oracle,Database,Private,,62.25,2014-09-23
Google,Containers,Private,43,78,2013-04-09
Cisco,Data Science,,30,55,2016-07-19
Google,Compute,Public,2,,2003-06-03
Google,Containers,,,,2018-06-17
Amazon,Database,Private,,,2002-05-25
Oracle,Authentication,Public,38,,2011-07-25
IBM,Data Science,,,61,2016-06-26
IBM,Processor,Private,,64.25,2002-05-04
Microsoft,Storage,,18,75.5,2007-08-01
Cisco,Data Science,,2,58.75,2003-07-15
Oracle,Database,Public,,,2011-03-12
Amazon,Data Science,,,64.75,2007-07-12
Facebook,Compute,,,61.75,2008-09-03
Google,Storage,Private,,56,2016-04-22
Amazon,Data Science,Private,,68.5,2011-07-06
Microsoft,Compute,,17,,2014-06-18
Cisco,Database,Private,50,80,2016-07-10
IBM,Database,,,73.75,2011-03-06
Cisco,Compute,Public,46,50.25,2000-08-26
IBM,Database,NGO,33,,2000-06-20
Cisco,Compute,Public,,,2007-05-16
Amazon,Authentication,NGO,45,,2003-03-01
Cisco,Database,Private,44,53,2019-04-23
Microsoft,Authentication,,,51.5,2007-06-13
IBM,Data Science,Public,,77.75,2013-06-13
IBM,Database,Private,19,68,2002-06-17
Oracle,Storage,Private,39,,2013-04-03
Amazon,Compute,Public,,70,2001-07-10
Microsoft,Compute,,17,52,2000-04-23
Google,Containers,NGO,,,2002-04-20
Facebook,Database,,,68.25,2017-03-13
Microsoft,Storage,Public,16,63.75,2017-06-22
Google,Compute,Private,,,2017-02-08
Oracle,Containers,NGO,,,2009-05-18
Cisco,Database,NGO,16,78.75,2016-05-16
Oracle,Containers,NGO,,75.5,2017-10-08
Oracle,Authentication,Public,,,2017-07-06
Facebook,Database,Private,,57.75,2003-08-25
IBM,Database,NGO,22,,2013-04-25
Google,Compute,Public,,63.25,2017-08-26
Google,Database,NGO,,,2014-08-08
Google,Data Science,NGO,,73,2007-05-09
Google,Compute,,5,,2001-07-25
Oracle,Compute,Public,42,57,2008-05-10
Microsoft,Data Science,,34,68.75,2011-08-16
Amazon,Data Science,Private,0,68.25,2017-06-03
Amazon,Containers,,15,51.25,2000-09-03
Amazon,Containers,NGO,31,64.25,2002-04-13
Facebook,Authentication,,32,55.25,2006-07-10
Microsoft,Authentication,Public,12,51.25,2000-09-10
Cisco,Data Science,Private,,,2018-09-19
Cisco,Database,,,69.5,2006-02-22
Facebook,Containers,NGO,,67.75,2007-06-04
Microsoft,Authentication,,48,56.25,2011-06-14
Facebook,Storage,Public,49,52.75,2008-05-16
Facebook,Containers,,33,79.5,2008-07-20
Oracle,Authentication,Private,32,,2018-06-12
Microsoft,Data Science,Private,38,65.5,2005-06-23
Oracle,Processor,Private,,,2013-06-14
Amazon,Authentication,Public,5,65.25,2007-04-08
Amazon,Processor,,48,77.25,2010-09-09
Cisco,Compute,Private,1,62.5,2004-07-14
IBM,Storage,,2,67.75,2004-06-22
Google,Database,NGO,,,2003-07-20
Microsoft,Database,Public,,,2005-06-16
Oracle,Authentication,NGO,,67.5,2009-09-26
Facebook,Processor,NGO,,73,2016-08-21
Cisco,Compute,Public,,63,2017-06-05
IBM,Authentication,Private,3,58.25,2019-05-12
IBM,Storage,Private,44,67,2019-08-17
Facebook,Compute,NGO,16,,2000-07-26
Oracle,Containers,Public,45,,2013-08-19
Cisco,Storage,Private,,53.25,2001-03-01
Cisco,Processor,NGO,,62.75,2010-09-18
Oracle,Database,Public,,,2010-06-15
Microsoft,Data Science,,18,67,2006-06-11
Oracle,Processor,Private,7,63.25,2017-05-25
Amazon,Compute,,,61.25,2019-09-14
Google,Database,Public,42,75.5,2018-09-19
Oracle,Authentication,NGO,20,,2000-06-10
Microsoft,Storage,,40,,2004-06-18
Cisco,Compute,,,,2008-07-11
IBM,Containers,Private,,77,2005-01-17
Oracle,Processor,NGO,,51.25,2003-05-16
Google,Authentication,Public,34,,2001-06-14
Cisco,Authentication,Private,,,2019-06-17
Google,Storage,Public,29,,2011-05-17
Amazon,Data Science,,7,,2004-09-20
IBM,Containers,NGO,3,74.25,2009-06-07
IBM,Processor,Public,49,76.25,2000-03-26
Amazon,Processor,Private,,60.25,2007-07-18
Amazon,Storage,Private,,,2013-05-15
IBM,Database,,29,79.5,2000-06-21
Facebook,Data Science,Private,24,,2016-05-12
IBM,Processor,Private,,61.5,2015-08-15
Amazon,Storage,Private,31,,2004-07-12
Microsoft,Compute,Public,,,2018-06-16
Cisco,Authentication,,39,59.5,2004-04-19
Facebook,Data Science,Public,,74.75,2013-04-17
Amazon,Authentication,,16,57.75,2008-08-26
Facebook,Containers,,10,,2001-07-05
Oracle,Data Science,NGO,,63.25,2013-07-15
Microsoft,Processor,,34,78.75,2016-07-15
Facebook,Compute,,40,63.75,2008-08-17
Facebook,Containers,Public,,80,2015-06-03
Oracle,Authentication,NGO,,60,2018-07-05
Amazon,Containers,,49,69.5,2003-05-07
Microsoft,Database,,,65.75,2019-07-01
Google,Authentication,Private,,68,2010-09-20
IBM,Containers,NGO,,57.25,2006-07-07
IBM,Containers,,,69.5,2010-06-19
IBM,Processor,Private,46,,2005-08-14
IBM,Storage,NGO,,70.25,2014-05-26
IBM,Authentication,Public,0,74.75,2019-09-24
Oracle,Containers,NGO,16,,2014-08-06
Microsoft,Authentication,NGO,16,65.25,2003-07-14
Microsoft,Compute,Public,25,,2015-05-21
Amazon,Containers,Public,41,64.5,2019-03-02
Google,Containers,Private,22,,2005-04-13
Amazon,Containers,Public,19,,2010-07-05
IBM,Compute,NGO,3,53.25,2005-06-17
Microsoft,Database,Private,,66.75,2003-03-15
Amazon,Processor,NGO,30,79.75,2014-08-08
Oracle,Compute,NGO,47,62.5,2009-05-14
Cisco,Processor,,,68.25,2018-07-12
IBM,Data Science,Private,4,65.5,2007-08-06
Cisco,Authentication,NGO,,77.75,2014-06-15
Microsoft,Data Science,Private,,,2017-07-26
Oracle,Processor,NGO,2,68,2007-03-23
Amazon,Compute,NGO,12,,2012-04-03
IBM,Compute,NGO,,54.5,2012-07-08
Facebook,Data Science,NGO,40,54,2008-04-12
Microsoft,Processor,,,,2003-09-16
Microsoft,Storage,NGO,48,69.25,2010-09-03
Google,Storage,Private,,77.25,2000-07-04
IBM,Authentication,,,,2010-05-14
Microsoft,Containers,Public,,71.25,2014-06-07
IBM,Containers,Public,,,2011-09-25
Facebook,Database,Private,11,,2014-06-15
Microsoft,Compute,Public,,,2018-04-05
Oracle,Compute,Private,27,,2011-10-26
Amazon,Processor,Private,,,2000-05-24
Oracle,Data Science,Public,,,2017-07-01
Cisco,Data Science,Public,18,58,2004-08-06
IBM,Processor,Private,,,2011-10-22
Oracle,Containers,NGO,,70.25,2001-04-24
Cisco,Processor,,,,2016-07-20
Amazon,Data Science,Public,12,,2015-04-15
Oracle,Containers,NGO,,70.75,2010-07-19
Google,Database,Public,24,68,2012-08-07
Cisco,Data Science,Public,24,65.25,2018-06-25
Oracle,Authentication,,,,2013-09-07
Google,Data Science,,31,,2010-09-07
Oracle,Database,,33,79.25,2000-05-20
Microsoft,Data Science,Public,23,57.75,2002-03-24
Cisco,Database,Public,25,,2002-03-15
Facebook,Processor,,18,,2004-07-26
Amazon,Compute,NGO,,79.5,2008-08-13
Cisco,Database,,,73.25,2012-05-24
Amazon,Processor,NGO,34,75.25,2007-03-09
Oracle,Containers,Public,,,2011-07-19
Oracle,Storage,,4,68,2009-05-10
Microsoft,Containers,,4,54.5,2010-08-11
IBM,Data Science,NGO,,,2015-04-03
Facebook,Containers,NGO,,,2000-11-07
IBM,Compute,Public,21,,2007-03-02
IBM,Database,,39,56.75,2008-04-20
IBM,Processor,Private,50,,2016-06-10
Amazon,Authentication,NGO,,68.5,2017-05-21
Amazon,Data Science,,,69.5,2017-05-04
Oracle,Authentication,NGO,27,76.75,2009-06-22
Amazon,Data Science,Private,42,79.25,2011-05-21
Google,Authentication,NGO,15,69,2007-04-06
IBM,Database,Private,42,,2014-06-10
Facebook,Storage,,,,2010-05-22
Oracle,Processor,Public,13,52.75,2012-04-08
Cisco,Processor,Public,,70.25,2010-05-01
Facebook,Containers,,17,71.75,2000-07-19
Oracle,Data Science,NGO,,62.5,2001-05-22
Cisco,Data Science,Public,,,2014-07-16
Cisco,Authentication,Private,,,2009-03-11
Facebook,Containers,Public,0,53.25,2004-06-06
Microsoft,Authentication,NGO,,56.75,2011-07-05
Amazon,Data Science,NGO,,,2019-06-09
Google,Database,,43,76.75,2018-07-18
Amazon,Compute,,,,2009-06-01
IBM,Authentication,NGO,1,56.5,2013-08-16
Oracle,Compute,,,,2014-07-19
Facebook,Database,,,75.75,2015-01-15
Amazon,Processor,Private,36,69,2006-07-11
IBM,Authentication,NGO,,58.75,2007-05-15
Cisco,Storage,NGO,,56.25,2018-05-24
Microsoft,Containers,,9,,2008-08-06
Oracle,Data Science,,5,,2006-05-04
IBM,Processor,Private,28,52.5,2011-04-16
Amazon,Containers,Public,50,,2007-07-02
Amazon,Database,NGO,,69.75,2014-03-18
IBM,Authentication,Private,,67.25,2007-05-11
Amazon,Compute,Public,,77.75,2010-08-05
Microsoft,Processor,Private,,,2010-08-11
Microsoft,Processor,Private,,63.25,2005-03-10
Cisco,Authentication,Public,14,,2002-02-13
Facebook,Storage,Public,2,,2017-04-07
Microsoft,Data Science,,17,79,2009-09-06
Facebook,Authentication,Private,40,77,2002-04-17
Oracle,Database,,37,72.75,2013-07-03
Google,Processor,Public,4,53,2009-06-02
Facebook,Database,,39,72,2007-04-06
IBM,Processor,Public,36,75,2001-06-06
Oracle,Authentication,Private,27,79.5,2012-07-12
Microsoft,Storage,NGO,19,51.25,2007-11-22
Oracle,Data Science,Public,,,2018-06-17
Facebook,Processor,NGO,,76,2009-05-08
Amazon,Containers,Public,15,,2009-06-07
Facebook,Containers,Private,33,,2001-06-25
IBM,Processor,,,69.5,2013-05-16
Facebook,Database,,,61.75,2002-08-12
Oracle,Data Science,Private,49,,2005-07-25
IBM,Data Science,Private,,50.75,2013-05-22
Microsoft,Data Science,Private,,,2009-05-07
Cisco,Database,Private,,54,2010-07-20
Amazon,Database,NGO,,78,2001-05-16
Amazon,Database,NGO,,64.75,2002-06-03
Oracle,Processor,NGO,42,63.5,2002-04-24
Microsoft,Database,NGO,34,,2015-09-20
Amazon,Authentication,NGO,22,51.5,2009-05-14
Microsoft,Compute,NGO,,70,2010-10-05
IBM,Compute,,32,,2012-05-15
Cisco,Database,,43,71.5,2013-03-17
Microsoft,Compute,,23,,2009-06-20
Oracle,Authentication,NGO,23,56,2016-03-05
Google,Containers,Public,5,69.5,2005-03-17
Facebook,Database,NGO,,,2013-05-26
Google,Processor,NGO,36,55.25,2002-05-23
Amazon,Processor,Public,,,2006-09-19
Oracle,Processor,NGO,,77.25,2007-11-24
Cisco,Data Science,,,,2002-04-06
Facebook,Containers,Public,,55.75,2005-03-16
Amazon,Authentication,Public,4,,2013-05-26
Cisco,Containers,Public,,,2009-05-06
Oracle,Processor,Public,46,61.5,2015-04-20
Microsoft,Authentication,,17,79.5,2012-12-13
Google,Data Science,,45,54,2000-06-07
Amazon,Processor,,,53.5,2016-07-14
Amazon,Data Science,Public,,,2006-05-24
Cisco,Storage,Private,48,,2014-09-13
Facebook,Database,Public,,,2019-03-02
Cisco,Containers,NGO,13,60.75,2006-03-14
Facebook,Data Science,NGO,,,2016-06-09
Google,Storage,Public,3,72,2008-05-26
Oracle,Processor,,27,,2001-06-20
IBM,Database,,15,,2003-05-06
Oracle,Database,NGO,29,,2012-07-08
Oracle,Data Science,NGO,,,2010-07-04
Oracle,Containers,Private,17,56.5,2015-03-14
Facebook,Database,Private,,51.5,2003-08-13
Amazon,Authentication,,14,80,2001-07-18
IBM,Containers,Private,13,68.5,2017-09-25
Oracle,Storage,NGO,19,77.75,2015-04-15
Oracle,Data Science,,18,,2008-06-06
Cisco,Database,,,60.25,2013-06-06
Facebook,Containers,NGO,18,77.25,2009-08-15
Oracle,Authentication,Public,0,76.25,2014-08-13
Facebook,Containers,NGO,23,55.5,2006-07-22
Oracle,Storage,Private,,61.5,2011-02-04
Oracle,Database,Public,43,,2016-08-05
IBM,Processor,,,52.25,2005-05-16
Oracle,Authentication,,3,70.5,2017-06-19
Facebook,Compute,,,70,2002-06-24
Facebook,Authentication,,15,61.5,2017-07-10
Cisco,Database,Private,,56.75,2008-08-16
Microsoft,Compute,NGO,50,69.25,2007-07-05
IBM,Processor,Private,34,76,2019-06-24
Microsoft,Data Science,NGO,,72.25,2011-08-10
Google,Compute,Private,,68.75,2007-09-04
Microsoft,Database,Public,43,78,2013-05-22
Cisco,Processor,NGO,,61.5,2011-05-08
IBM,Data Science,NGO,14,,2011-06-23
Microsoft,Containers,NGO,,56.25,2013-07-17
Microsoft,Compute,NGO,,75.75,2002-02-14
Microsoft,Processor,Private,,60,2007-04-04
Oracle,Compute,,12,51,2016-06-22
Google,Storage,,,59.5,2012-05-13
Amazon,Compute,,,,2013-06-23
Facebook,Authentication,NGO,,57,2001-01-16
Cisco,Compute,,,74.75,2003-03-26
Facebook,Data Science,,43,52,2013-07-08
Amazon,Compute,NGO,35,,2001-05-08
Amazon,Data Science,NGO,20,,2006-07-11
Microsoft,Containers,Private,7,,2019-07-07
Oracle,Database,NGO,17,,2005-07-22
Google,Data Science,Public,19,,2000-06-09
Microsoft,Processor,Private,,57.75,2010-05-22
Oracle,Compute,Public,41,57.75,2010-04-23
Facebook,Data Science,NGO,,52.25,2010-04-10
Facebook,Authentication,,40,73,2009-04-01
Microsoft,Data Science,NGO,,,2005-08-12
Microsoft,Compute,NGO,,,2012-02-18
Amazon,Processor,NGO,13,64.75,2010-08-11
IBM,Processor,,47,54.75,2013-05-05
Oracle,Containers,,,,2012-06-18
Amazon,Authentication,Public,,74,2019-08-23
Cisco,Containers,Public,24,,2001-08-06
Google,Authentication,,,68.5,2003-06-24
Oracle,Containers,NGO,,,2009-07-21
Amazon,Data Science,Private,38,,2003-08-08
Microsoft,Data Science,Public,,80,2006-03-02
Google,Containers,Private,,,2006-09-19
Oracle,Processor,Private,15,,2007-07-07
Oracle,Processor,Public,17,62.25,2008-05-25
Facebook,Authentication,,,51,2019-05-03
Facebook,Database,,15,,2001-07-08
Oracle,Containers,Private,,69.75,2018-05-02
Facebook,Database,Public,,71.5,2016-05-19
Oracle,Processor,NGO,20,75.5,2002-03-15
Oracle,Database,NGO,4,,2001-09-26
Google,Storage,Public,17,,2018-08-10
IBM,Processor,Private,,,2010-08-18
IBM,Processor,,7,,2018-05-20
Oracle,Database,,,,2001-06-24
IBM,Processor,Public,18,,2009-08-25
Cisco,Database,Private,10,,2010-06-25
IBM,Data Science,Public,,64.75,2011-06-07
Google,Data Science,,38,,2018-05-12
Google,Containers,Public,37,,2015-04-16
Amazon,Containers,Private,1,,2009-02-22
